genre,director_popularity,budget_musd,runtime_min,release_year,social_buzz,critic_score,star_power,audience_rating
Comedy,0.745,32.803,123,2003,0.502,77.431,0.541,9.79
Horror,0.795,24.409,90,1997,0.361,39.287,0.633,7.019
Horror,0.618,45.928,112,2009,0.591,61.492,0.494,8.803
Drama,0.632,23.864,115,2013,0.647,52.57,0.233,8.973
Horror,0.14,13.275,129,1997,0.461,56.498,0.263,6.103
Drama,0.907,46.614,98,2022,0.56,37.072,0.698,9.363
Comedy,0.689,19.196,108,1997,0.264,51.527,0.605,6.804
Animation,0.616,26.647,75,2023,0.323,66.377,0.54,9.348
Action,0.435,36.328,112,2021,0.564,46.865,0.558,7.781
Drama,0.481,21.486,120,1995,0.422,60.794,0.637,8.179
SciFi,0.863,24.87,109,1999,0.64,79.635,0.606,8.972
SciFi,0.632,13.091,107,2000,0.685,59.133,0.117,8.456
Action,0.732,43.325,115,1995,0.429,82.903,0.082,8.756
SciFi,0.303,26.069,72,2025,0.4,38.845,0.446,6.224
Horror,0.322,30.187,91,2008,0.746,90.685,0.548,8.696
Action,0.345,21.576,103,2008,0.825,55.635,0.642,9.423
Animation,0.535,45.961,111,2015,0.501,48.599,0.145,7.853
Comedy,0.4,19.754,110,2002,0.545,74.42,0.391,7.628
Drama,0.687,42.369,98,2008,0.682,62.175,0.718,10.0
Action,0.481,34.756,95,2015,0.554,69.2,0.427,8.381
SciFi,0.857,0.5,115,2022,0.554,60.396,0.394,8.074
SciFi,0.814,70.314,124,2003,0.813,81.651,0.61,9.41
Horror,0.359,7.945,125,2009,0.373,75.94,0.197,7.863
SciFi,0.654,41.271,84,1996,0.533,55.513,0.228,7.933
Comedy,0.262,43.337,104,2016,0.41,41.287,0.408,7.443
Animation,0.576,26.622,98,1996,0.667,67.253,0.511,9.391
Comedy,0.654,5.628,123,1999,0.21,73.617,0.672,7.897
Action,0.529,33.546,106,2002,0.065,23.549,0.639,7.899
Action,0.394,16.707,86,2005,0.0,36.996,0.869,5.928
Drama,0.277,21.203,130,2015,0.261,55.655,0.237,6.877
SciFi,0.17,17.964,108,2014,0.533,53.924,0.606,7.287
Drama,0.388,45.773,85,2007,0.503,84.043,0.606,9.121
Animation,0.354,36.383,118,2020,0.621,100.0,0.359,9.591
Action,0.423,13.154,97,2013,0.632,61.986,0.59,8.817
Romance,0.695,41.907,115,2023,0.739,70.357,0.265,9.272
Action,0.403,42.475,103,2010,0.77,78.548,0.39,9.297
Comedy,0.707,25.321,130,2000,0.326,82.358,0.092,7.495
Action,0.81,43.196,128,2010,0.517,92.875,0.147,9.452
Comedy,0.202,30.968,109,2000,0.703,67.539,0.709,7.925
Animation,0.408,8.872,117,2004,0.579,62.96,0.562,6.853
SciFi,0.204,63.929,110,2020,0.62,78.085,0.619,8.991
SciFi,0.402,57.602,128,1999,0.65,83.796,0.635,8.941
Romance,0.787,12.507,108,2002,0.476,61.45,0.721,7.756
Romance,0.284,32.814,122,2015,0.436,60.823,0.257,7.799
Animation,0.363,25.142,122,2002,0.122,70.631,0.585,8.131
Action,0.927,72.731,126,2004,0.785,67.921,0.122,8.497
Horror,0.348,0.816,128,2016,0.796,58.289,0.0,5.758
Comedy,0.732,16.63,100,2006,0.688,68.466,0.525,9.183
Comedy,0.378,36.408,94,2025,0.186,79.155,0.44,8.512
Drama,0.491,6.494,89,2019,0.0,43.734,0.342,7.895
Drama,0.516,15.041,118,2005,0.81,89.987,0.521,10.0
Drama,0.767,16.821,87,2015,0.712,56.188,0.676,8.646
Action,0.38,2.188,113,2011,0.542,73.096,0.291,6.664
Romance,0.254,29.422,146,2014,0.0,73.889,0.426,7.224
Action,0.178,7.047,116,2012,0.288,100.0,0.303,8.128
Action,0.265,41.585,114,2023,0.226,50.472,0.639,8.598
Drama,0.327,35.411,100,2003,0.387,85.717,0.675,8.967
SciFi,0.496,41.776,105,2025,0.486,69.815,0.334,8.762
Action,0.501,33.877,98,2021,0.979,44.0,1.0,9.62
Romance,0.579,9.395,102,1996,0.818,45.242,0.507,7.242
Animation,0.446,38.192,117,2007,0.293,60.012,0.34,8.095
Romance,0.339,35.741,110,1998,0.786,82.097,0.803,9.138
Romance,0.792,29.603,118,2008,0.543,73.605,0.974,10.0
Drama,0.807,29.694,106,1999,0.424,85.538,0.15,9.376
Animation,0.503,33.222,84,2003,0.62,63.401,0.379,8.693
Animation,0.626,14.043,92,2014,0.481,63.894,0.603,8.841
Horror,0.319,36.557,92,2003,0.415,32.408,0.02,5.316
Animation,0.562,32.806,115,2021,0.617,61.345,0.347,9.99
Drama,0.481,58.886,115,2020,0.505,57.992,0.044,8.326
Comedy,0.638,48.153,90,2017,0.535,100.0,0.821,9.949
Animation,0.789,4.267,110,2007,0.395,77.935,0.555,8.663
Comedy,0.687,30.329,144,2015,0.455,51.791,0.853,9.051
Horror,0.508,54.825,124,2014,0.077,61.713,0.264,6.851
SciFi,0.822,29.414,98,1996,0.795,69.815,0.153,8.8
Horror,0.748,21.999,138,1996,0.843,56.712,0.886,8.58
Animation,0.416,35.935,101,1997,0.718,79.091,0.463,8.192
Horror,0.504,71.872,116,2005,0.544,71.081,0.698,9.169
SciFi,0.613,18.567,119,2005,0.61,61.792,0.617,7.837
Action,0.378,31.398,121,2021,0.528,39.904,0.587,8.038
Romance,0.25,24.042,105,2012,0.305,61.225,0.404,6.369
Drama,0.763,43.668,102,2016,0.295,86.361,0.573,9.573
SciFi,0.921,30.796,136,2007,0.62,53.654,0.449,7.948
Animation,0.361,30.206,123,2000,0.307,49.365,0.736,7.48
Action,0.183,34.493,127,2021,0.792,76.744,0.275,8.781
SciFi,0.499,43.914,96,2018,0.526,55.464,0.416,8.227
Comedy,0.35,20.285,115,1999,0.315,48.45,0.689,8.111
Comedy,0.412,6.562,88,2017,0.183,75.421,0.0,7.116
Horror,0.221,16.582,102,2021,0.194,60.196,0.402,6.783
Action,0.406,31.365,121,1996,0.455,42.387,0.618,8.232
Action,0.241,20.159,104,1995,0.039,53.274,0.618,6.903
Romance,0.537,36.706,80,2005,0.741,62.915,0.301,8.189
Romance,0.585,50.319,113,2022,0.725,46.675,0.0,8.22
Drama,0.731,19.438,114,2008,0.413,66.211,0.567,8.684
Horror,0.367,28.461,119,2004,0.632,62.103,0.759,9.192
SciFi,0.53,45.142,116,2004,0.332,52.1,0.424,7.477
Horror,0.654,27.297,94,1999,0.533,75.9,0.52,7.824
SciFi,0.512,0.5,107,1998,0.473,79.351,0.497,7.624
Animation,0.305,7.452,109,2013,0.449,71.883,0.468,8.636
Comedy,0.409,31.083,87,2012,0.702,49.572,1.0,8.137
Romance,0.255,30.342,111,2019,0.54,57.944,0.205,7.754
Comedy,0.496,39.342,132,2018,0.517,53.636,0.612,7.665
Romance,0.186,46.647,94,1998,0.308,49.7,0.74,7.903
Animation,0.387,21.273,124,2002,0.215,61.455,0.208,7.946
Romance,0.729,38.926,120,1996,0.695,69.319,0.748,9.343
Romance,0.498,48.879,108,2017,0.769,83.49,0.522,9.626
Drama,0.765,31.466,118,2013,0.639,89.415,0.163,10.0
SciFi,0.751,49.926,128,2020,0.162,50.607,0.672,8.054
Horror,0.407,12.637,97,1995,0.178,80.56,0.37,8.185
Drama,0.483,44.358,120,2002,0.68,59.495,0.292,8.884
Drama,0.505,10.882,122,2015,0.852,44.967,0.338,8.762
Comedy,0.848,28.085,85,2001,0.577,56.196,0.475,8.748
Horror,0.516,37.968,134,2001,0.872,48.13,0.812,8.443
Horror,0.121,33.078,114,2023,0.632,77.298,0.532,8.352
Comedy,0.331,0.946,129,2001,0.768,78.919,0.615,6.992
Comedy,0.624,28.159,128,2012,0.729,52.694,0.772,8.441
SciFi,0.915,26.94,138,2012,1.0,59.428,0.353,8.817
Animation,0.539,33.365,98,2003,0.052,43.792,0.642,6.716
Comedy,0.339,38.12,76,2022,0.374,41.655,0.282,7.494
Romance,0.548,18.73,75,1998,0.267,59.462,0.267,6.358
Animation,0.66,43.609,99,1999,0.456,65.289,0.581,9.447
Action,0.305,31.016,128,2005,0.391,63.957,0.478,8.765
Animation,0.592,44.267,115,2020,0.363,70.783,0.125,8.97
Horror,0.56,51.591,120,2012,0.87,77.233,0.133,8.879
Animation,0.473,33.316,113,2016,0.504,54.147,0.036,8.182
Comedy,0.418,31.294,82,2013,0.833,76.162,0.051,8.639
Horror,0.552,11.748,91,2018,0.818,68.366,0.489,8.605
Horror,0.651,17.462,86,2011,0.245,45.134,0.493,7.325
Animation,0.678,47.854,98,2011,0.449,70.061,0.447,9.543
SciFi,0.803,26.811,106,2007,0.208,68.467,0.426,8.325
Action,0.656,30.205,110,2005,0.73,85.425,0.712,9.721
Horror,0.613,19.85,105,1999,0.588,47.841,0.74,7.917
Action,0.252,50.75,113,1996,0.263,60.978,0.477,7.3
Comedy,0.539,5.047,125,2012,0.273,68.492,0.93,8.104
Animation,0.19,3.237,118,1997,0.427,90.055,0.667,9.261
Drama,0.325,33.929,103,2012,0.853,52.525,0.47,9.771
Animation,0.344,15.164,79,2002,0.585,50.451,0.476,7.965
Action,0.256,20.974,116,2016,0.854,74.272,0.347,8.491
Comedy,0.215,27.062,103,2004,0.314,71.077,0.657,7.232
Drama,0.653,24.975,81,2008,0.548,77.58,0.518,8.687
Animation,0.692,33.781,129,2000,0.381,49.725,0.83,8.751
Action,0.099,40.26,134,2018,0.398,52.789,0.415,7.178
Animation,0.537,28.281,122,2008,0.623,72.82,0.019,7.1
SciFi,0.459,0.5,108,2019,0.518,72.123,0.521,8.379
SciFi,0.747,68.374,90,2009,1.0,47.144,0.253,8.698
Drama,0.338,28.004,105,2022,0.457,74.809,0.64,10.0
Animation,0.27,52.251,109,2017,0.717,82.427,0.78,10.0
Action,0.161,46.822,121,2011,0.0,71.446,0.556,7.864
Comedy,0.505,36.558,102,1999,0.237,54.042,0.624,8.145
Animation,0.909,35.856,111,1997,0.799,54.846,0.079,9.068
Drama,0.589,29.638,138,2019,0.379,36.654,0.338,7.842
Comedy,0.482,30.893,113,2020,0.617,66.309,0.522,8.562
Comedy,0.627,14.425,132,2005,0.531,41.986,0.568,7.845
SciFi,0.663,47.596,126,2008,0.948,49.487,0.394,8.338
SciFi,0.528,22.236,122,1997,0.577,75.908,0.028,7.523
Action,0.299,19.592,107,2007,0.275,62.433,0.635,8.042
Horror,0.625,55.907,115,2014,0.646,59.143,0.496,7.978
Horror,0.554,40.201,115,1996,0.334,37.125,0.417,7.844
Horror,0.555,28.383,107,2020,0.538,55.874,0.748,7.805
Animation,0.631,29.288,91,1998,0.598,70.265,0.509,8.858
Action,0.883,19.433,139,2006,0.677,40.911,0.83,9.815
Action,0.713,12.779,124,1997,0.323,87.418,0.626,8.928
Comedy,0.495,43.683,125,2012,0.585,72.941,0.798,7.973
Horror,0.536,31.766,88,1999,0.0,35.256,0.601,6.123
Action,0.627,38.495,84,2009,0.351,67.595,0.275,8.325
SciFi,0.897,28.46,91,2008,0.675,68.128,0.218,9.447
Action,0.654,38.664,108,2021,0.456,78.74,0.57,8.435
Animation,0.376,25.204,129,2024,1.0,69.866,0.83,9.757
Comedy,0.279,41.605,77,2008,0.236,67.04,0.176,6.631
Drama,0.745,40.388,91,2019,0.173,50.699,0.193,6.447
Horror,0.706,39.735,126,2013,0.846,37.417,0.91,8.654
Action,0.679,22.893,134,2023,0.373,84.389,0.662,8.992
Comedy,0.574,25.44,124,2002,0.116,62.719,0.633,8.5
SciFi,0.461,34.881,108,2014,0.264,21.723,0.252,7.123
Action,0.299,34.146,126,2000,0.274,64.941,0.285,8.556
SciFi,0.388,19.566,101,2016,0.31,56.471,0.523,9.213
Comedy,0.359,13.925,137,2004,0.551,80.065,0.029,8.962
Action,0.396,62.132,106,2013,0.324,56.262,0.037,7.497
Comedy,0.218,44.146,101,2016,0.461,62.36,0.935,8.209
Horror,0.631,6.776,85,2001,0.785,66.612,0.166,7.97
Romance,0.752,12.756,114,2005,0.297,89.804,0.449,8.462
Drama,0.631,23.15,115,2013,0.562,52.603,0.15,8.276
Action,0.731,7.554,122,1995,0.859,94.308,0.52,8.861
Horror,0.58,34.667,111,2021,0.745,63.107,0.531,8.906
Comedy,0.571,17.546,138,1996,0.406,78.698,0.418,8.941
Action,0.6,24.528,129,2022,0.494,60.001,0.369,8.624
Romance,0.098,25.847,130,2015,0.388,80.039,0.818,8.234
Action,0.659,42.821,100,2014,0.471,73.753,0.439,8.34
Comedy,0.449,4.836,103,1999,0.57,54.309,0.764,8.956
Romance,0.722,18.004,97,2007,1.0,45.246,0.0,7.622
Action,0.519,18.352,95,2012,0.683,61.804,1.0,9.336
Action,0.709,64.391,95,2005,0.138,91.99,0.663,10.0
Horror,0.695,41.876,111,2022,0.517,97.73,0.487,9.075
Comedy,0.427,37.333,110,2019,0.088,78.202,0.717,8.435
Horror,0.239,30.523,105,2001,0.605,35.097,0.671,6.859
SciFi,0.452,66.433,121,2022,0.431,62.77,0.637,8.273
Action,0.588,28.875,102,2002,1.0,43.328,0.613,9.332
SciFi,0.325,36.448,115,2009,0.483,47.376,0.0,7.269
Action,0.618,30.783,124,2021,0.659,41.168,0.251,8.619
SciFi,0.579,44.188,103,2013,0.11,58.018,0.095,7.564
SciFi,0.188,39.605,117,2021,0.365,35.246,0.375,7.514
Romance,0.398,45.365,109,2005,0.555,89.767,0.552,8.91
Animation,0.427,12.007,100,2024,0.308,81.481,0.49,8.392
Horror,0.307,31.348,125,2019,0.676,37.177,0.923,8.021
Horror,0.419,28.41,115,2015,0.367,51.881,0.804,8.313
Animation,0.603,28.604,107,2005,0.236,61.03,0.655,8.868
SciFi,0.546,34.728,89,1997,0.022,73.144,0.484,6.219
Animation,0.282,26.468,107,2013,0.13,60.151,0.532,8.787
SciFi,0.439,48.312,118,2023,0.515,90.517,0.261,9.326
Romance,0.031,27.18,88,2012,0.136,74.749,0.461,6.741
Drama,0.4,19.865,87,2014,0.202,43.924,0.473,7.146
Horror,0.37,17.46,97,2025,0.704,34.205,0.409,6.761
Drama,0.63,24.929,94,2010,0.426,73.549,0.904,9.097
SciFi,0.462,15.984,114,1997,0.588,63.766,0.033,6.543
Horror,0.321,18.828,81,2013,0.371,80.347,0.349,7.351
Animation,0.387,42.415,123,2001,0.084,65.956,0.578,7.375
Romance,0.301,27.691,118,2002,0.823,49.305,0.783,9.057
Animation,0.302,0.5,147,2007,0.469,51.661,0.433,6.668
Romance,0.615,38.581,84,2005,0.387,72.118,0.342,8.389
Horror,0.722,21.754,104,2006,0.659,46.712,0.574,8.502
Comedy,0.367,7.516,125,2021,0.138,85.093,0.127,7.961
SciFi,0.978,42.538,104,2000,0.474,87.731,0.639,9.349
Animation,0.184,68.503,76,2005,0.558,34.735,0.922,8.936
Comedy,0.926,37.199,102,2011,0.204,50.667,0.897,9.456
SciFi,0.747,44.62,107,2015,0.542,53.31,0.513,7.865
Drama,0.755,43.121,111,2010,0.53,52.783,0.498,9.047
Drama,0.43,24.533,101,2013,0.233,90.3,0.713,9.579
Comedy,0.361,47.429,115,2017,0.408,74.522,0.529,8.397
Drama,0.542,42.461,102,2005,0.745,69.725,0.352,9.186
SciFi,0.621,50.88,91,2010,0.415,28.563,0.866,8.711
Horror,0.536,26.311,121,2022,0.451,82.668,0.904,8.926
Animation,0.345,31.058,106,2006,0.608,78.229,0.0,8.162
Romance,0.31,20.749,132,1999,0.65,65.085,0.471,7.617
SciFi,0.612,0.863,105,2006,0.071,83.179,0.793,7.159
Animation,0.534,14.645,138,2013,0.362,38.428,0.482,7.073
Drama,0.567,35.317,103,2017,0.381,76.584,0.479,8.04
SciFi,0.281,12.007,97,2022,0.612,55.275,0.86,7.972
Comedy,0.418,23.042,129,1998,0.948,59.458,0.298,8.677
Comedy,0.52,29.309,118,2004,0.536,57.461,0.63,8.218
Comedy,0.384,50.877,132,2023,0.624,64.589,0.4,9.042
Comedy,0.682,30.478,119,2015,0.536,43.073,0.684,8.35
Drama,0.351,40.859,95,2007,0.238,78.717,0.471,8.029
Animation,0.328,0.5,81,2020,0.749,30.834,0.721,6.944
Action,0.411,49.896,131,2018,0.339,32.765,0.356,8.981
Action,0.143,25.615,118,2021,0.777,71.324,0.583,9.01
SciFi,0.411,47.89,132,1995,0.256,49.986,0.882,8.205
Action,0.294,28.092,99,2012,0.511,61.766,0.513,8.623
SciFi,0.695,23.966,88,2000,0.623,33.683,0.282,7.723
Romance,0.753,26.781,109,1999,0.634,88.297,0.047,8.354
SciFi,0.747,41.987,83,2018,0.0,74.25,0.119,7.41
Horror,0.881,39.904,102,2015,0.0,59.679,0.518,7.592
Animation,0.377,27.851,99,2013,0.135,32.595,1.0,7.557
Drama,0.548,37.924,141,2001,0.348,63.248,0.0,8.672
Animation,0.41,16.323,136,1997,0.383,56.498,0.326,7.532
Comedy,0.414,42.704,135,2022,0.401,72.97,0.396,7.867
Horror,0.441,47.34,126,2009,0.458,34.059,0.588,8.443
Drama,0.501,32.981,95,2013,0.935,74.652,0.099,8.386
Comedy,0.293,45.987,97,2022,0.672,52.617,0.56,8.853
Action,0.594,41.452,99,2019,0.208,47.65,0.45,8.556
Animation,0.651,20.828,127,2012,0.785,58.939,0.541,9.244
Romance,0.502,23.168,114,2020,0.258,64.25,0.417,7.956
Action,0.551,28.168,128,2014,0.642,43.816,0.211,8.226
Animation,0.332,24.165,116,2017,0.898,81.081,0.244,9.0
SciFi,0.615,25.813,113,2021,0.891,52.6,0.528,8.85
Action,0.47,42.524,129,2021,0.332,41.058,0.304,7.445
Drama,0.701,34.564,102,2001,0.725,50.953,0.6,8.925
Animation,0.655,45.866,114,2013,0.102,64.9,0.131,8.54
Drama,0.573,16.103,89,2001,0.936,74.738,0.779,9.084
Horror,0.765,41.342,89,1998,0.5,67.892,0.562,8.475
Comedy,0.593,46.549,135,2024,0.415,49.142,0.141,8.084
Action,0.757,47.062,106,2007,0.39,58.531,0.576,8.954
Romance,0.592,37.948,111,2005,0.2,35.938,0.536,6.106
Comedy,0.796,18.781,112,2001,0.703,52.636,0.595,7.968
Horror,0.434,17.029,91,2004,0.519,58.082,0.518,6.994
Action,0.536,31.724,95,2011,0.41,73.631,0.675,9.69
Comedy,0.516,37.24,119,1999,0.963,67.997,0.668,10.0
Drama,0.432,1.757,132,2015,0.666,99.657,0.504,8.447
Drama,0.247,46.003,126,2010,0.693,41.758,0.536,8.949
Comedy,0.467,45.551,101,2006,0.672,45.671,0.776,9.466
Drama,0.783,59.298,98,2019,0.577,71.87,0.417,9.476
Action,0.423,36.805,112,1996,0.79,75.461,0.801,8.526
Action,0.612,2.893,122,1995,0.388,69.143,0.696,7.374
Action,0.415,39.757,128,2016,0.146,63.748,0.477,7.591
Action,0.117,30.015,117,2014,0.146,89.662,0.81,8.245
Animation,0.378,18.926,120,1997,0.366,51.205,0.742,8.22
Drama,0.318,21.771,114,2002,0.496,93.794,0.797,10.0
Horror,0.411,32.918,85,2020,0.355,66.608,0.375,7.82
Romance,0.849,35.032,91,1998,0.309,68.775,0.771,8.344
Horror,0.251,28.08,82,2016,0.452,60.23,0.589,6.443
Action,0.278,53.109,106,2009,0.757,74.044,0.403,9.146
Action,0.36,32.563,114,2022,0.538,55.673,1.0,9.646
Comedy,0.433,32.932,101,2017,0.515,67.656,0.287,8.583
Animation,0.316,27.529,95,2003,0.619,54.855,0.504,7.882
Romance,0.432,38.595,85,2014,0.119,81.029,0.735,7.827
Drama,0.721,3.234,102,2006,0.555,49.263,0.345,8.312
Horror,0.229,35.129,110,2003,0.284,74.043,0.417,7.995
SciFi,0.574,30.877,122,2010,0.682,61.13,0.388,8.53
Romance,0.54,29.123,120,2019,0.588,62.977,0.408,7.413
Animation,0.419,7.659,98,2016,0.402,70.533,0.499,8.303
SciFi,0.443,26.768,107,2013,0.361,91.989,0.751,7.706
Horror,0.551,11.991,99,1997,0.508,71.352,0.817,7.636
Horror,0.163,10.075,94,1998,0.292,72.816,0.641,7.29
Drama,0.72,24.923,99,2021,0.418,71.067,0.696,9.575
SciFi,0.798,20.253,92,2013,0.388,61.923,0.152,7.286
Action,0.395,0.5,118,2025,0.729,63.15,0.451,6.935
Animation,0.549,53.83,93,1998,0.571,67.675,0.701,9.921
Action,0.3,13.851,108,2023,0.986,98.158,0.267,9.601
Romance,0.36,23.819,90,2011,0.071,47.39,0.551,6.356
Comedy,0.567,26.237,106,2021,0.518,44.545,0.418,9.558
SciFi,0.399,57.284,115,1997,1.0,58.659,0.668,8.838
Comedy,0.554,36.429,139,2011,0.33,30.789,0.453,6.844
SciFi,0.407,5.558,134,2012,0.714,89.238,0.495,8.619
Horror,0.373,50.104,114,2001,0.361,60.381,0.572,7.498
Romance,0.45,12.757,79,2011,0.79,50.786,0.127,6.96
SciFi,0.377,13.14,93,2019,0.492,37.012,0.876,7.24
Romance,0.16,22.201,101,2013,0.258,83.77,0.476,8.86
Animation,0.415,26.43,94,2012,0.629,59.138,0.378,8.274
Romance,0.914,19.905,106,2018,0.415,69.97,0.799,8.722
Animation,0.601,8.975,99,1996,0.624,90.658,0.122,8.555
SciFi,0.344,16.546,123,2018,0.468,85.546,0.771,8.795
Drama,0.625,43.248,117,2007,0.686,91.478,1.0,9.615
Animation,0.766,21.779,101,2012,0.709,77.539,0.105,8.719
Comedy,0.48,45.089,106,1996,0.33,70.958,0.407,8.223
Animation,0.728,9.937,106,1997,0.189,74.525,0.695,8.758
Comedy,0.598,29.941,148,2002,0.012,49.228,0.827,6.615
Animation,0.285,46.601,93,1998,0.531,81.93,0.494,8.843
Comedy,0.559,29.466,109,1998,0.819,43.832,0.754,8.411
Drama,0.082,40.083,103,2004,0.305,65.324,0.303,7.319
Romance,0.628,31.937,109,2013,0.558,39.935,0.742,7.423
Romance,0.561,46.564,117,2017,0.483,83.619,0.507,8.083
SciFi,0.078,21.652,125,2021,0.505,58.574,0.464,8.087
SciFi,0.576,34.065,104,2002,0.687,47.302,0.807,8.283
Drama,0.235,24.092,83,2002,0.392,58.747,0.187,7.186
Drama,0.262,43.309,103,2004,0.311,37.092,0.344,8.175
Drama,0.521,25.498,115,2014,0.595,62.767,0.422,8.494
Drama,0.289,30.781,144,2023,0.421,51.877,0.591,8.13
Romance,0.48,19.335,89,2012,0.263,68.613,0.341,7.339
Romance,0.689,25.87,104,2013,0.485,79.45,0.771,9.298
Action,0.789,33.397,85,2004,0.301,45.591,0.438,8.205
Horror,0.65,52.718,109,2003,0.591,40.971,0.25,7.522
Horror,0.349,37.119,101,2021,0.558,68.258,0.291,7.411
Animation,0.588,12.55,116,1995,0.106,53.664,0.421,8.099
Comedy,0.584,46.666,97,2002,0.334,73.976,0.312,8.708
Animation,0.111,44.471,125,2019,0.161,76.385,0.737,8.619
Drama,0.353,21.605,111,2024,0.485,60.988,0.368,8.535
Drama,0.614,40.671,133,2009,0.035,78.506,0.402,7.596
Horror,0.616,39.77,113,1997,0.524,75.454,0.852,9.2
Animation,0.613,0.5,109,2012,0.604,44.498,0.528,7.559
SciFi,0.726,31.603,95,2017,0.474,45.822,0.511,8.347
SciFi,0.577,0.5,89,2009,0.984,51.507,0.681,7.549
Comedy,0.705,29.441,109,2020,0.649,57.456,0.564,9.313
Comedy,0.577,19.363,108,2019,0.671,55.889,0.151,8.721
Romance,0.248,46.476,128,2021,0.595,55.527,0.32,7.835
Drama,0.739,45.539,126,2017,0.502,47.251,0.671,8.519
Animation,0.657,28.51,145,2003,0.618,60.095,0.725,8.613
Comedy,0.351,49.828,88,1997,0.96,88.234,0.724,10.0
Horror,0.445,48.161,112,2010,0.097,56.365,0.183,7.133
Horror,0.423,42.294,101,2001,0.509,77.491,0.241,7.138
Horror,0.563,38.566,119,2016,0.23,67.818,0.585,6.99
Romance,0.55,4.012,102,1997,0.306,55.776,0.501,7.318
Drama,0.471,20.379,73,2002,1.0,56.45,0.78,9.255
Comedy,0.362,24.721,119,2004,0.992,67.198,0.787,8.466
Romance,0.56,33.447,121,2011,0.307,57.58,1.0,8.74
Comedy,0.346,27.928,121,2016,0.687,61.776,0.08,8.604
Comedy,0.674,2.06,103,2014,0.237,69.758,0.882,7.928
Romance,0.489,10.789,83,2018,0.41,55.256,0.384,7.222
Horror,0.732,25.566,109,2007,0.811,71.456,0.195,7.84
SciFi,0.62,35.151,79,2019,0.468,60.048,0.717,8.489
SciFi,0.389,2.638,132,2016,0.792,74.472,0.685,8.514
Romance,0.52,48.638,108,2025,0.36,72.766,0.44,9.846
Animation,0.366,26.249,92,2002,0.595,58.628,0.452,10.0
Romance,0.412,26.472,108,2024,0.745,32.152,0.0,6.859
SciFi,0.805,4.722,105,2001,0.19,68.765,0.61,7.904
Comedy,0.468,30.439,110,1997,0.412,51.17,0.387,8.004
Action,0.218,28.945,100,2020,0.219,54.444,0.145,7.878
Animation,0.674,25.917,123,2020,0.574,67.952,0.415,7.826
Drama,0.761,20.569,106,2011,0.418,65.847,0.061,8.223
Animation,0.845,43.298,93,2001,0.398,79.117,0.717,9.423
Romance,0.513,26.13,118,1995,0.908,40.872,0.611,8.399
Animation,0.492,44.4,77,2025,0.488,50.371,0.613,8.135
Romance,0.704,34.561,121,2003,0.35,67.035,0.522,7.512
Drama,0.144,45.862,92,2017,0.926,25.151,0.532,8.717
Animation,0.333,34.337,87,2024,0.774,43.338,0.266,7.648
Action,0.546,17.053,124,2001,0.215,73.062,0.462,8.34
SciFi,0.461,10.883,97,2009,0.639,68.999,0.201,7.226
SciFi,0.437,45.508,98,2010,0.128,60.865,0.224,6.672
Action,0.373,40.889,102,2009,0.414,75.832,0.23,8.444
SciFi,0.474,30.265,113,1997,0.847,87.926,0.521,8.718
Animation,0.737,25.845,81,2007,0.316,100.0,0.564,9.216
SciFi,0.493,24.433,116,1997,0.55,51.121,0.0,7.402
Action,0.286,34.064,103,1999,0.141,50.247,0.518,7.551
SciFi,0.572,16.756,84,2012,0.567,70.196,0.441,7.696
Comedy,0.385,33.679,132,2005,0.963,59.117,0.492,9.655
Drama,0.603,27.404,95,2024,0.815,85.585,0.381,10.0
Horror,0.531,26.043,93,1995,0.618,69.655,0.386,8.221
Animation,0.341,49.61,110,2025,0.491,59.599,0.041,9.209
Drama,0.086,49.714,100,1999,0.544,59.668,0.992,9.374
SciFi,0.488,5.973,89,2023,0.506,63.531,0.757,8.514
Animation,0.382,29.069,108,1997,0.774,75.256,0.697,8.307
Animation,0.798,30.236,108,1997,0.717,70.05,0.143,8.795
Action,0.719,40.657,130,2022,0.446,38.481,0.602,9.307
Drama,0.465,32.413,115,2023,0.728,68.854,0.97,9.332
Horror,0.745,36.394,111,1997,0.561,72.371,0.188,8.186
Horror,0.483,29.06,133,2015,0.753,74.2,0.57,7.742
Drama,0.455,19.781,93,2011,0.146,45.282,0.566,6.495
Horror,0.323,18.702,126,2003,0.91,58.107,0.153,8.12
SciFi,0.564,12.619,120,2020,0.72,58.041,0.788,9.002
Animation,0.834,40.458,114,1996,0.745,86.301,0.369,9.322
Romance,0.592,45.395,98,2020,1.0,68.582,0.272,9.139
Animation,0.84,31.535,140,1999,0.422,67.533,0.95,7.996
Horror,0.706,33.846,116,2017,0.796,96.573,0.488,10.0
SciFi,0.401,26.905,118,2020,0.578,98.482,0.604,8.421
Animation,0.368,61.808,96,1996,0.444,49.683,0.591,8.318
Drama,0.563,17.127,114,1997,0.335,76.367,0.543,8.897
Animation,0.553,30.241,139,2005,0.292,78.677,0.682,8.438
Romance,0.192,36.934,109,2002,0.584,68.669,0.851,9.138
Horror,0.985,54.637,123,2004,0.527,60.375,0.24,7.629
Comedy,0.696,31.619,112,2017,0.093,41.806,0.276,8.811
Drama,0.474,24.072,110,1997,0.508,60.253,0.363,9.178
SciFi,0.296,6.046,139,1995,0.642,78.06,0.714,6.751
Action,0.423,42.329,132,2024,0.062,93.26,0.049,7.544
